customer_id,customer_name,city,budget_min,budget_max,preferred_property_type
C931,Jeffrey Hamilton,Trichy,5466702,6295353,Plot
C932,Betsy Bass,Chennai,5906325,8314208,Plot
C933,Edward Smith,Perambalur,5539663,8026361,Plot
C934,Tiffany Cormier,Bangalore,5750450,8695924,Plot
C935,Mildred Basha,Coimbatore,5692496,9171553,Plot
C936,Janie Snyder,Kochi,5262273,7803483,Plot
C937,Nelson Goya,Hosur,5831650,8945435,Plot
C938,Lester Cline,Trichy,5183806,8568274,Plot
C939,Douglas Wells,Chennai,5187579,7004359,Plot
C940,Trisha Wall,Perambalur,4970285,8020383,Plot
C941,John Yeldell,Bangalore,5216665,8474423,Plot
C942,Helen Dominguez,Coimbatore,4582405,7078376,Plot
C943,Tommy Edell,Kochi,4912189,8318948,Plot
C944,Laura Kessler,Hosur,5607235,6402121,Plot
C945,Edward Dohse,Trichy,5907208,6903818,Plot
C946,Tracy Lewis,Chennai,4511242,6780921,Plot
C947,Richard Pfost,Perambalur,5925403,6345569,Plot
C948,Jacqueline Washington,Bangalore,4920172,9134963,Plot
C949,Amber Mccaffrey,Coimbatore,5568311,9178000,Plot
C950,Willis Holmes,Kochi,4536108,9013016,Plot
C951,George Williams,Hosur,5354079,6834360,Plot
C952,Shirley Carver,Trichy,4502318,7847647,Plot
C953,Matthew Smith,Chennai,5641517,7678139,Plot
C954,Ivan Dunson,Perambalur,5393469,6857258,Plot
C955,Vicki Smudrick,Bangalore,4637940,6341825,Plot
C956,Javier Winograd,Coimbatore,5848612,8116509,Plot
C957,Edgar Scott,Kochi,4567506,8009188,Plot
C958,Michael Cruz,Hosur,5727698,6294157,Plot
C959,Jay Sanchez,Trichy,4859319,9335745,Plot
C960,Virginia Mankin,Chennai,5348390,7024886,Plot
C961,Julia West,Perambalur,5227521,8950009,Plot
C962,Mary Rigatti,Bangalore,5989713,9239238,Plot
C963,Shirley Evans,Coimbatore,4575893,9473040,Plot
C964,Lindsey Tran,Kochi,4996967,8940896,Plot
C965,Jim Nardini,Hosur,5524008,6356751,Plot
C966,Ernestine Lewis,Trichy,4953304,6908341,Plot
C967,Alice Pan,Chennai,5511771,7592830,Plot
C968,Alice Bridges,Perambalur,4574659,7293840,Plot
C969,Tina Rhee,Bangalore,5329898,8367068,Plot
C970,Patrick Noel,Coimbatore,4726772,6457846,Plot
C971,Latasha Horton,Kochi,5050440,6572728,Plot
C972,Angela Davis,Hosur,5885061,8077397,Plot
C973,Alexander Eckhard,Trichy,5809420,8323351,Plot
C974,Gregory Aguilar,Chennai,5713317,7900145,Plot
C975,James Simeon,Perambalur,5083204,8796231,Plot
C976,Daniel Black,Bangalore,5418722,7259643,Plot
C977,Edward Urbancic,Coimbatore,5775157,9213139,Plot
C978,Jason Arnold,Kochi,4542994,9403341,Plot
C979,Gary Jamison,Hosur,5067451,9246740,Plot
C980,Sandra Martin,Trichy,4941098,8342098,Plot
C981,Fred Tran,Chennai,5525743,8922833,Plot
C982,Kelvin Chavez,Perambalur,5102983,6426842,Plot
C983,Michelle Libby,Bangalore,5826350,8714991,Plot
C984,Betty Gibson,Coimbatore,5378399,8345573,Plot
C985,Denise Smith,Kochi,5570555,7061019,Plot
C986,Jodie Morales,Hosur,5948110,6326664,Plot
C987,Willard Wiggins,Trichy,4726263,8991095,Plot
C988,David Plummer,Chennai,5412349,7189753,Plot
C989,Lee Fegueroa,Perambalur,5665335,7110632,Plot
C990,Jason Flowers,Bangalore,5607493,8196789,Plot
C991,Trinidad Steele,Coimbatore,5726738,8038370,Plot
C992,Lissa Vega,Kochi,4657857,7362931,Plot
C993,Sharon Davis,Hosur,4808811,7708634,Plot
C994,Brian Diaz,Trichy,5143131,8103904,Plot
C995,Stephen Kinney,Chennai,5902303,7478219,Plot
C996,Korey Lander,Perambalur,4776357,7855338,Plot
C997,Dennis Hicks,Bangalore,5081094,9327564,Plot
C998,David Wells,Coimbatore,5626619,7335450,Plot
C999,Brian Turner,Kochi,5171560,7464445,Plot
C1000,Sandee Dotson,Hosur,5348114,7278091,Plot
C1001,Clarence Snyder,Trichy,4758647,9494370,Plot
C1002,Michael Lofton,Chennai,5965867,7392119,Plot
C1003,Regina Cowie,Perambalur,5740064,8442888,Plot
C1004,Michael Partida,Bangalore,5402258,8870849,Plot
C1005,Marcos Theall,Coimbatore,5625978,7564579,Plot
C1006,Mack Weber,Kochi,4551060,7960925,Plot
C1007,Robert Krum,Hosur,5967837,8956544,Plot
C1008,Frances Johansen,Trichy,5258421,6425365,Plot
C1009,Gertrude Hagler,Chennai,5728280,7247806,Plot
C1010,Patricia Peterson,Perambalur,5919807,6290346,Plot
C1011,Shana Forman,Bangalore,5638564,8530792,Plot
C1012,Clara Champion,Coimbatore,4723647,7855569,Plot
C1013,Scott Talbert,Kochi,5016096,7250351,Plot
C1014,William Nye,Hosur,5588383,7095293,Plot
C1015,Roland Jimenez,Trichy,4799227,7978826,Plot
C1016,Andre Jenks,Chennai,4976670,6886631,Plot
C1017,Phyliss Rancourt,Perambalur,5796436,7322916,Plot
C1018,Ricky Pearson,Bangalore,4620821,6742150,Plot
C1019,John Dedic,Coimbatore,5315089,6652886,Plot
C1020,Katherine Nichols,Kochi,4771188,8816704,Plot
C1021,Frances Boykin,Hosur,4575545,7139323,Plot
C1022,Pauline Pena,Trichy,5689521,7125647,Plot
C1023,Constance Lybbert,Chennai,4630998,8671136,Plot
C1024,Caryl Eagleton,Perambalur,4800369,7108405,Plot
C1025,Lori Sykes,Bangalore,5465097,6923686,Plot
C1026,Carson Sosa,Coimbatore,5350697,8145533,Plot
C1027,James Wilhite,Kochi,5282765,8565726,Plot
C1028,Hannah Chaisson,Hosur,5960801,8311638,Plot
C1029,Lloyd Luongo,Trichy,5101748,8669100,Plot
C1030,Alice Johnson,Chennai,5523925,8291335,Plot
C1031,Edward Brown,Perambalur,5413425,6336368,Plot
C1032,Lisa Houston,Bangalore,4527798,8508394,Plot
C1033,Wayne Lombard,Coimbatore,5291222,6783791,Plot
C1034,Dorothy Morgan,Kochi,5328501,7615923,Plot
C1035,Glenda Roberson,Hosur,5093861,8217103,Plot
C1036,Kay Tyler,Trichy,5155940,6547605,Plot
C1037,Daniel Lambert,Chennai,5478840,7726890,Plot
C1038,Dorothy Huff,Perambalur,5794873,7503764,Plot
C1039,Lupe Graham,Bangalore,5728838,7977830,Plot
C1040,Clifford Principe,Coimbatore,4942046,7994302,Plot
C1041,Berniece Loper,Kochi,5159695,6272571,Plot
C1042,Charlotte Sousa,Hosur,4864725,8707799,Plot
C1043,Max Naron,Trichy,4552094,8354759,Plot
C1044,Mariana Wilson,Chennai,4657887,8711065,Plot
C1045,Sharon Wright,Perambalur,5271269,7510335,Plot
C1046,Michael Cottle,Bangalore,5033655,7834864,Plot
C1047,Julia Richmond,Coimbatore,5253370,7243288,Plot
C1048,Adele Warren,Kochi,5316030,6724492,Plot
C1049,Richard Houis,Hosur,5510540,7616210,Plot
C1050,Michael Nickell,Trichy,5508099,6748866,Plot
C1051,Betty Coulston,Chennai,4560128,6632092,Plot
C1052,Gail Lembke,Perambalur,5917558,6800490,Plot
C1053,Leon Delapaz,Bangalore,4600758,7913240,Plot
C1054,Todd Pangelinan,Coimbatore,5888955,9037570,Plot
C1055,Michael Squires,Kochi,5064643,8459992,Plot
C1056,Michelle Turner,Hosur,5777893,6253522,Plot
C1057,Peter Blaise,Trichy,4773016,8507952,Plot
C1058,Henry Yates,Chennai,5777490,7876564,Plot
C1059,James Lalley,Perambalur,5684958,9229698,Plot
C1060,John Foote,Bangalore,5099542,6636158,Plot
C1061,Janella Felton,Coimbatore,5894339,7654628,Villa
C1062,Patrick Davis,Kochi,5420999,6362625,Villa
C1063,Arnold Moore,Hosur,5071471,7193315,Villa
C1064,Dennis Halcomb,Trichy,5015475,8965586,Villa
C1065,Maxine Banks,Chennai,5518137,9179936,Villa
C1066,Kevin Ward,Perambalur,5539994,7541011,Villa
C1067,Eric Rodriguez,Bangalore,4951647,8419590,Villa
C1068,Shirley Mcvicker,Coimbatore,5654067,9015200,Villa
C1069,Richard Pella,Kochi,5109374,9037980,Villa
C1070,Charles Armstrong,Hosur,5814599,6753408,Villa
C1071,Jonathan Carrousal,Kochi,5762276,6826618,Villa
C1072,Susie Muncy,Kochi,5204353,7009110,Villa
C1073,Leonard Mcclelland,Kochi,5901265,6517190,Villa
C1074,Mitchell Tucholski,Kochi,5800251,6866877,Villa
C1075,Jim Pearl,Kochi,5182913,9079129,Villa
C1076,Joseph Grandberry,Kochi,4577937,7447545,Villa
C1077,Alice Osborne,Kochi,4514299,7360028,Villa
C1078,Morgan Knox,Kochi,5296481,7580299,Villa
C1079,Marcia Maicus,Kochi,5076768,6525409,Villa
C1080,Maurice Laxson,Kochi,5840731,8912665,Villa
C1081,Donna Summers,Kochi,4857888,6462782,Villa
C1082,Eugene Chatman,Kochi,4761242,6600861,Villa
C1083,Orlando Smith,Kochi,5634393,8366012,Villa
C1084,Pamela Ruiz,Kochi,5710391,6819582,Villa
C1085,Claire Barnett,Kochi,4899384,8681513,Villa
C1086,Pattie Harden,Kochi,5767249,7174812,Villa
C1087,Joseph Roberson,Kochi,5360539,9399136,Villa
C1088,Kathy Jones,Kochi,4656758,6225807,Villa
C1089,Victor Zimmermann,Kochi,5964060,6219856,Villa
C1090,Earl Rolfe,Kochi,5947992,7353438,Villa
C1091,Helen Boone,Kochi,5276995,8440024,Villa
C1092,William King,Kochi,4608828,7881897,Villa
C1093,Eli Pires,Kochi,4941219,7421335,Villa
C1094,David Guerra,Kochi,5635400,7392854,Villa
C1095,Grace Gennaro,Kochi,5411376,8940333,Villa
C1096,John Larue,Kochi,4548662,6920465,Villa
C1097,Suzanne Cates,Kochi,5293997,8119696,Villa
C1098,Felipe Krueger,Kochi,5087127,9204600,Villa
C1099,George Green,Kochi,5682145,7446534,Villa
C1100,Donald Smith,Kochi,4722001,8759392,Villa
C1101,Nicholas Leyva,Kochi,4713325,8702929,Villa
C1102,Kristin Smith,Kochi,5065726,6349843,Villa
C1103,Terry Ollig,Kochi,5237678,6234057,Villa
C1104,Gary Hennon,Kochi,4747820,9232131,Villa
C1105,Larry Collins,Kochi,4846471,7549580,Villa
C1106,Diane Farrell,Kochi,5168512,7559401,Villa
C1107,Sandra Washburn,Kochi,4954722,6270012,Villa
C1108,Michael Demateo,Kochi,5357537,8188046,Villa
C1109,Jamie Saxbury,Kochi,5956551,9457713,Villa
C1110,Kevin Hilton,Kochi,5120722,6507369,Villa
C1111,Angelia Schafer,Kochi,4915295,6614802,Villa
C1112,Andra Hauck,Kochi,4660979,9009891,Villa
C1113,Heather Roberts,Kochi,4842915,9139620,Villa
C1114,Antonio Barth,Kochi,4575527,7731960,Villa
C1115,Adrienne Ross,Kochi,4724577,6358105,Villa
C1116,Dorothy Doyle,Kochi,5913222,7635983,Villa
C1117,Judith Dikes,Kochi,4662761,6986283,Villa
C1118,Terica Harbert,Kochi,5221604,6265750,Villa
C1119,Kenneth Gaughan,Kochi,5153254,6452442,Villa
C1120,Racheal Ribble,Kochi,4899971,6232723,Villa
C1121,Kristine Heckman,Kochi,5335612,8777743,Villa
C1122,Sheila Tate,Kochi,5857123,8119144,Villa
C1123,Michelle Lim,Kochi,4825925,9167594,Villa
C1124,Myrtle Montgomery,Kochi,4824189,8932068,Villa
C1125,Lenora Holthaus,Kochi,5136884,7093157,Villa
C1126,Gabriela Ellefson,Kochi,5775804,8958693,Villa
C1127,Michael Duran,Kochi,5494418,8279752,Villa
C1128,Estelle Salamanca,Kochi,4641495,7164837,Villa
C1129,Linda Hawkinson,Kochi,5961301,8422094,Villa
C1130,Jose Culver,Kochi,4630691,8229908,Villa
C1131,Scott Foxworth,Kochi,5973626,7110725,Villa
C1132,Kaci Slaubaugh,Kochi,5193279,8388540,Villa
C1133,Nickolas Cummings,Kochi,5173423,6392179,Villa
C1134,Rita Averette,Kochi,5850637,9239406,Villa
C1135,Jeffery Taylor,Kochi,4624128,8600457,Villa
C1136,Roy Hunt,Kochi,5132411,8455530,Villa
C1137,Thomas Rodriguez,Kochi,4678583,7157119,Villa
C1138,Jeff Helsel,Kochi,5022138,7988646,Villa
C1139,James Weaver,Kochi,5839501,7830543,Villa
C1140,Kevin Durbin,Kochi,5425718,8483128,Villa
C1141,Virginia Childers,Kochi,5713345,8776680,Villa
C1142,Jose Wang,Kochi,5716870,9134202,Villa
C1143,Patrick Christian,Kochi,4762253,8746223,Villa
C1144,Michael Stewart,Kochi,4809301,6421079,Villa
C1145,Ernest Phanco,Kochi,5285862,8749839,Villa
C1146,William Aguilar,Kochi,5198395,6238443,Villa
C1147,Martha Bridges,Kochi,4793866,6813901,Villa
C1148,Ricky Beale,Kochi,5949060,6283859,Villa
C1149,Vincent Concepcion,Kochi,5844462,7000620,Villa
C1150,Victor Klein,Kochi,5642222,7207894,Villa
C1151,Karla Weber,Kochi,5710753,6677563,Villa
C1152,Aracelis Williams,Kochi,4654345,8472802,Villa
C1153,Alice Peterson,Kochi,5725211,8338459,Villa
C1154,Valene Flint,Kochi,4719046,6948624,Villa
C1155,Rita Lujan,Kochi,5612470,9136990,Villa
C1156,Rudy Pasillas,Kochi,5674585,6223440,Villa
C1157,Kimberly Cumiskey,Kochi,5847515,9079598,Villa
C1158,Joshua Dossett,Kochi,4536257,7919209,Villa
C1159,Donna Powers,Kochi,5828075,6748559,Villa
C1160,Mildred Laundree,Kochi,5559036,8408556,Villa
C1161,Christian Fecteau,Kochi,5882612,7384151,Villa
C1162,Valerie Isaman,Kochi,5301203,7289155,Villa
C1163,Jonathan Macaluso,Kochi,4514871,6250690,Villa
C1164,Grace Welch,Kochi,5436960,6977185,Villa
C1165,Harold Perry,Kochi,5421962,8233972,Villa
C1166,William Tennison,Kochi,5641052,7714888,Villa
C1167,Edwin Gonzalez,Kochi,5789764,7993269,Villa
C1168,Bradley Thompson,Kochi,5121934,7238400,Villa
C1169,Timothy Majors,Kochi,4899584,8231329,Villa
C1170,Julia Williams,Kochi,5536099,7473367,Villa
C1171,Kenneth Walker,Kochi,5838574,6870400,Villa
C1172,Dorothy Guerra,Kochi,4530435,6738979,Villa
C1173,Tom Wun,Kochi,5493556,6725016,Villa
C1174,Mary Gentry,Kochi,4688857,7836485,Villa
C1175,Diane Canada,Kochi,5420873,6723272,Villa
C1176,Francis Silvey,Kochi,5641031,6471035,Villa
C1177,Rose Stamps,Kochi,4779304,7574037,Villa
C1178,Kerry Bullock,Kochi,5503554,9328683,Villa
C1179,Mark Freetage,Kochi,5528554,6981139,Villa
C1180,Kyle Lange,Kochi,4719880,6278020,Villa
C1181,Paul Hawkins,Kochi,4565697,7070321,Villa
C1182,Fay Hall,Kochi,5967603,6346819,Villa
C1183,Theresa Barnett,Kochi,5150144,8947510,Villa
C1184,William Sluder,Kochi,4957659,7385002,Villa
C1185,Mary Regis,Kochi,4649828,7739349,Villa
C1186,Christopher Wrisley,Kochi,4630605,8540840,Villa
C1187,George Adams,Kochi,5996215,9451655,Villa
C1188,Terry Horwath,Kochi,5936263,8379320,Villa
C1189,Jack Bartz,Kochi,5707614,8969386,Villa
C1190,Janie Chase,Kochi,5891587,7851497,Villa
C1191,Georgina Swearengin,Kochi,5799924,7837426,Villa
C1192,Ingrid Collini,Kochi,5912499,9143925,Villa
C1193,Eileen Grier,Kochi,5075195,8916226,Villa
C1194,Norma Skillern,Kochi,5458606,8293376,Villa
C1195,Robert White,Kochi,5684996,7388020,Villa
C1196,Chris Baxter,Kochi,5566864,8788378,Villa
C1197,Lindsey Gaitan,Kochi,4738946,8796140,Villa
C1198,Librada Giles,Kochi,5417217,7966478,Villa
C1199,Barbara Kim,Kochi,4771661,8259140,Villa
C1200,Irma Lewis,Kochi,4513259,8395745,Villa
C1201,Brent Mooney,Kochi,5174686,6523108,Villa
C1202,Svetlana Justus,Kochi,4798742,7675406,Villa
C1203,James Jones,Kochi,4754798,7237286,Villa
C1204,Crystal Foster,Kochi,5121336,6396900,Villa
C1205,Robert Anderson,Kochi,4690288,7787341,Villa
C1206,Jesus Gordon,Kochi,4733832,8923183,Villa
C1207,Edward Pirtle,Kochi,4731269,8136745,Villa
C1208,Daniel Arenas,Kochi,5473405,8892811,Villa
C1209,Phillip Child,Kochi,5380641,6332639,Villa
C1210,Daniel Irving,Kochi,5920186,9269353,Villa
C1211,Marcia Lee,Kochi,5858125,8077923,Villa
C1212,Kelly Pruett,Kochi,5408401,7120912,Villa
C1213,James Varner,Kochi,4776246,6482079,Villa
C1214,Jimmy Vanderkam,Kochi,5955480,6660320,Villa
C1215,Judson Hedrick,Kochi,4864011,6776563,Villa
C1216,Leslie Sasahara,Kochi,5989890,7441100,Villa
C1217,Johnnie Greenberg,Kochi,5496110,8704099,Villa
C1218,Joseph Hucks,Kochi,5554683,8052832,Villa
C1219,Christopher Morton,Kochi,5140598,7227875,Villa
C1220,Leslie Savage,Kochi,5224566,8950536,Villa
C1221,Mary Roque,Kochi,5427662,7666829,Villa
C1222,Lori Smith,Kochi,5201155,7911616,Villa
C1223,Joanne Green,Kochi,5731223,7259441,Villa
C1224,Maybelle Kline,Kochi,4625871,9021965,Villa
C1225,Christopher Mathews,Kochi,5537782,6298131,Villa
C1226,Edward Deleon,Kochi,5151913,9434432,Villa
C1227,Gregory Tisdale,Kochi,5018932,6466100,Villa
C1228,Eda Baldwin,Kochi,5268967,7619375,Villa
C1229,Joseph Simonson,Kochi,5086768,8608803,Villa
C1230,Lori Smith,Kochi,5572035,6263115,Villa
C1231,Lee Obrien,Kochi,5302650,8539565,Villa
C1232,Amanda Friedman,Kochi,5100920,7710010,Villa
C1233,Debra Parker,Kochi,5110321,9450260,Villa
C1234,Rudy Bollig,Kochi,5352540,7945359,Villa
C1235,Wallace Jackson,Kochi,5381332,6617847,Villa
C1236,Rosalie Tejeiro,Kochi,5328309,7114318,Villa
C1237,Victoria Chambers,Kochi,5492726,8427994,Villa
C1238,Joyce Lincoln,Kochi,5351529,9088700,Villa
C1239,Latricia Jones,Kochi,4762776,9137403,Villa
C1240,Doris Heine,Kochi,5798831,9101239,Villa
C1241,Roderick Hatch,Kochi,4893841,6838457,Villa
C1242,Justin Kemp,Kochi,4718001,6891371,Villa
C1243,Joyce Mercado,Kochi,4796446,7036008,Villa
C1244,Gina Stout,Kochi,5057417,8183977,Villa
C1245,Rose Wilson,Kochi,5176944,6692296,Villa
C1246,Brenda Clontz,Kochi,5592245,7251251,Villa
C1247,Daniel Littlejohn,Kochi,5076503,8167090,Villa
C1248,Henry Dubois,Kochi,4885357,8646705,Villa
C1249,David Malone,Kochi,4579692,6693108,Villa
C1250,Marilyn Freeman,Kochi,5393605,7998629,Villa
C1251,Jonathan Pennington,Kochi,4815354,8062878,Villa
C1252,Elsie Paige,Kochi,4762537,7205102,Villa
C1253,Carmen Williams,Kochi,4991415,8056399,Villa
C1254,Kathryn Huston,Kochi,5696332,8095043,Villa
C1255,Glenn Smith,Kochi,5142665,6474609,Villa
C1256,Theodore Edmonds,Kochi,5798853,7321693,Villa
C1257,Erica Seal,Kochi,5785737,7400113,Villa
C1258,Kathryn Toki,Kochi,5070526,8282537,Villa
C1259,Katrina Haddock,Kochi,5838393,6473571,Villa
C1260,Mike Dempsey,Kochi,4863769,6363120,Villa
C1261,Anthony Rosales,Kochi,5811787,8237670,Villa
C1262,James Ramsey,Kochi,4716816,6318385,Villa
C1263,Susan Moyer,Kochi,5959837,6604447,Villa
C1264,Christopher Bennett,Kochi,5042071,7079018,Villa
C1265,Austin Aiken,Kochi,5934575,8943076,Villa
C1266,Robert May,Kochi,4835974,7537119,Villa
C1267,Ashley Devine,Kochi,5459807,7159427,Villa
C1268,Gregory Brackett,Kochi,4505430,7648819,Villa
C1269,Jim Terry,Kochi,5231166,6816748,Villa
C1270,Shawn Gaunt,Kochi,5379463,7241125,Villa
C1271,Jane Rideau,Kochi,4767055,6554748,Villa
C1272,Janice Peery,Kochi,5554124,7263043,Villa
C1273,Brad Woodcock,Kochi,4786226,7657244,Villa
C1274,Michael Ruppe,Kochi,5976805,6384506,Villa
C1275,James Mcbride,Kochi,4695973,7761267,Villa
C1276,Rosetta Everett,Kochi,4925042,7053924,Villa
C1277,Shawn Phillips,Kochi,5300432,7344057,Villa
C1278,Shawn Lewicki,Kochi,5169643,9244358,Villa
C1279,Kendra Madden,Kochi,5312663,7680451,Villa
C1280,Melissa Huddleston,Kochi,5120085,7649162,Villa
C1281,Mark Denton,Kochi,5085090,6454670,Villa
C1282,Everett Jamieson,Kochi,4813541,6585211,Villa
C1283,Marc Potter,Kochi,5000401,6765308,Villa
C1284,John Erickson,Kochi,5546244,8958036,Villa
C1285,Matthew Gill,Kochi,5611207,8188833,Villa
C1286,Irene Hawkins,Kochi,5572953,9315638,Villa
C1287,Charlotte Norris,Kochi,4614583,9234662,Villa
C1288,Anthony Cypert,Kochi,4733950,6692736,Villa
C1289,Steve Morrow,Kochi,5253347,9436327,Villa
C1290,Valerie Solis,Kochi,5111110,8535358,Villa
C1291,Tabitha Grant,Kochi,5036152,8976105,Villa
C1292,Thelma Akins,Kochi,5920244,7675108,Villa
C1293,Jerry Reichert,Kochi,4643940,6749729,Villa
C1294,Robert Sears,Kochi,5696775,8003353,Villa
C1295,Mary Field,Kochi,4891476,8457252,Villa
C1296,Andrea Keys,Kochi,4799827,8966514,Villa
C1297,James Benavides,Kochi,4641188,7621563,Villa
C1298,Linda Dickinson,Kochi,4781888,9402431,Villa
C1299,Diana Roberson,Kochi,5474468,6427698,Villa
C1300,Vicki Holgerson,Kochi,5801731,7055700,Villa
C1301,Cassie Browne,Kochi,5474324,8197610,Villa
C1302,Booker Brown,Kochi,4963109,6613204,Villa
C1303,Adrienne Barfield,Kochi,5248697,9121702,Villa
C1304,Stephanie Hoskins,Kochi,4704792,8086693,Villa
C1305,Joyce Ross,Kochi,5955892,7030568,Villa
C1306,Dorothy Provino,Kochi,5963971,9156354,Villa
C1307,George Traylor,Kochi,5401461,7203767,Villa
C1308,Pat Mauldin,Kochi,4898558,6916362,Villa
C1309,Anthony Wagner,Kochi,4584798,9301053,Villa
C1310,Elizabeth Donnelly,Kochi,5660061,7404686,Villa
C1311,Sandra Rankin,Kochi,4796679,7913899,Villa
C1312,Kristen Anthony,Kochi,5784151,7903060,Villa
C1313,Bertha Wood,Kochi,5641041,7870372,Villa
C1314,Kevin Freas,Kochi,5293489,7835216,Villa
C1315,James Smith,Kochi,5209218,8313787,Villa
C1316,James Cheng,Kochi,4915768,8896223,Villa
C1317,Dianna Yager,Kochi,5245569,9359765,Villa
C1318,Danita Gray,Kochi,4880515,7247886,Villa
C1319,Louis Jamili,Kochi,5509593,8779111,Villa
C1320,Angie Wilson,Kochi,5884178,8505795,Villa
C1321,Mildred Hamblen,Kochi,5440183,6587490,Villa
C1322,Gregory Heideman,Kochi,5606395,7770634,Villa
C1323,Ian Parker,Kochi,4921364,6796475,Villa
C1324,Allison Rook,Kochi,5289077,9329608,Villa
C1325,Mary Crowley,Kochi,4584686,7371088,Villa
C1326,James Hill,Kochi,5921265,8795510,Villa
C1327,Christine Wemmer,Kochi,4798439,7165914,Villa
C1328,Jose Schmitt,Kochi,5225824,7496186,Villa
C1329,Derek Rittenhouse,Kochi,5590269,8198725,Villa
C1330,Chong Haffner,Kochi,4983080,7857632,Villa
C1331,Inez Brenton,Kochi,4863395,9366915,Villa
C1332,David Magee,Kochi,5198868,9052991,Villa
C1333,Tonya Dixon,Kochi,5838378,7552392,Villa
C1334,Misty Brant,Kochi,5035737,8132194,Villa
C1335,Robert Powell,Kochi,5604679,7218368,Villa
C1336,Alyson Dockery,Kochi,4939173,6465415,Villa
C1337,Renee Green,Kochi,5868297,9499154,Villa
C1338,Richard Bergman,Kochi,4843630,9456761,Villa
C1339,Michelle Eastman,Kochi,5335448,7315557,Villa
C1340,Amy Gutierrez,Kochi,4686607,8123841,Villa
C1341,Rose Sims,Kochi,4740366,6325643,Villa
C1342,Elsie Crockett,Kochi,4891652,8132483,Villa
C1343,Andrew Morrow,Kochi,4806215,7799016,Villa
C1344,Roseanne Sterling,Kochi,5285685,8360968,Villa
C1345,John Olson,Kochi,5788924,7022653,Villa
C1346,Ann Tartaglione,Kochi,4686137,9025752,Villa
C1347,Bertie Waters,Kochi,5932358,6791779,Villa
C1348,Calvin Rochat,Kochi,5898859,8521226,Villa
C1349,Gerald Rodriguez,Kochi,5942685,8455740,Villa
C1350,Herman Mccafferty,Kochi,5231025,7683820,Villa
C1351,Gary Sanford,Bangalore,5960831,6566045,Villa
C1352,James Benton,Chennai,5685961,8575163,Villa
C1353,Daniel Mclean,Chennai,5213429,8722385,Villa
C1354,Randy Jacobson,Chennai,5572119,6655320,Villa
C1355,Henry Charlesworth,Chennai,5813938,7827582,Villa
C1356,Mark Roberts,Chennai,5402201,9119212,Villa
C1357,Lee Byrd,Chennai,5737923,6529302,Villa
C1358,Russell Gloden,Chennai,4605026,7884383,Villa
C1359,Barbara Buffum,Chennai,5682195,6379183,Villa
C1360,Michael Harmon,Chennai,4968183,8291208,Villa
C1361,Kenneth Delacruz,Chennai,5962870,6449653,Villa
C1362,Maritza Charles,Chennai,4950216,8020006,Villa
C1363,Sherri Holden,Chennai,5398811,8787676,Villa
C1364,Mildred Brei,Chennai,5194602,9084919,Villa
C1365,Florine Teasley,Chennai,4546479,7321757,Villa
C1366,Herbert Jordan,Chennai,4621699,7628685,Villa
C1367,Wallace Wright,Chennai,5627031,7360409,Villa
C1368,Gordon Little,Chennai,5206740,7379351,Villa
C1369,Juan Valenzuela,Chennai,5460767,8374208,Villa
C1370,Regina Clifton,Chennai,5165332,9442750,Villa
C1371,Anthony Brown,Chennai,4826647,8458832,Villa
C1372,Christopher Nelson,Chennai,5539743,9363023,Villa
C1373,Debra Gray,Chennai,5480853,9258300,Villa
C1374,Laurie Prewitt,Chennai,4944038,9394365,Villa
C1375,Betty Hudgins,Chennai,5105884,6748973,Villa
C1376,Ophelia Finkle,Chennai,4509394,9230754,Villa
C1377,Mike Braithwaite,Chennai,4544229,8322374,Villa
C1378,Kimberly Mabon,Chennai,5311278,9304753,Villa
C1379,Anthony Davis,Chennai,4524051,6450238,Villa
C1380,Tamar Kaplan,Chennai,5762449,8928806,Villa
C1381,Jack Braddy,Chennai,5644735,7701655,Plot
C1382,Christine Lee,Chennai,5428042,6764625,Plot
C1383,Jane Barr,Chennai,4801479,8519301,Plot
C1384,Donna Oakes,Chennai,4571818,8647778,Plot
C1385,Walter Hornsby,Chennai,5976671,7353641,Plot
C1386,Misty Caudill,Chennai,5636047,9175052,Plot
C1387,Sylvia Cox,Chennai,5033924,6532394,Plot
C1388,Laurinda Lucas,Chennai,5257910,7862323,Plot
C1389,Allen Marty,Chennai,5233751,7047201,Plot
C1390,Anna Gonzalez,Chennai,5602049,6356464,Plot
C1391,Charles Walls,Chennai,5935316,6426877,Plot
C1392,James Meyer,Chennai,5225899,7456201,Plot
C1393,Cameron Kern,Chennai,5562403,7322379,Plot
C1394,Phillip Rehfield,Chennai,4850070,7201436,Plot
C1395,Richard Leone,Chennai,4912746,6494959,Plot
C1396,Ashley White,Chennai,4929066,9082550,Plot
C1397,Michael Woody,Chennai,5935588,8755625,Plot
C1398,James Cyrus,Chennai,4912830,7134949,Plot
C1399,Carol Rodriguez,Chennai,4774585,7673676,Plot
C1400,Kathleen Roberson,Chennai,5196985,8617140,Plot
C1401,Jewell Tinsley,Chennai,4863439,7015798,Plot
C1402,Timothy Dandy,Chennai,4764435,7090450,Plot
C1403,Karen Miller,Chennai,5190861,8382306,Plot
C1404,Joanne White,Chennai,5855829,7935399,Plot
C1405,Adah Cambell,Chennai,4946967,7579140,Plot
C1406,Lori Brown,Chennai,5201666,6995329,Plot
