agent_id,agent_name,contact_number,agency_name,experience_years,booking_id
A917,Richard Mcconnell,6382750794,Horizon Realty Group,3,B917
A918,Jo Malloy,6382750795,BlueStone Estates,3,B918
A919,Jose Martin,6382750796,Landmark Realty,6,B919
A920,Emily Sietsma,6382750797,CityScape Properties,3,B920
A921,Ruth Busby,6382750798,Prime Realty,4,B921
A922,Teresa Turner,6382750799,Elite Property Solutions,4,B922
A923,Charles Cutright,6382750800,Urban Nest Realty,6,B923
A924,Eva Dean,6382750801,Dream Homes Agency,3,B924
A925,Robert Lozano,6382750802,Golden Key Realty,3,B925
A926,Dolores Mohead,6382750803,SmartSpace Properties,4,B926
A927,Kathleen George,6382750804,Horizon Realty Group,6,B927
A928,Rosemary Barger,6382750805,BlueStone Estates,3,B928
A929,Jannie Davis,6382750806,Landmark Realty,6,B929
A930,Gary Uhrig,6382750807,CityScape Properties,5,B930
A931,Samuel Hacker,6382750808,Prime Realty,5,B931
A932,Alissa Norton,6382750809,Elite Property Solutions,6,B932
A933,Duane Hunt,6382750810,Urban Nest Realty,5,B933
A934,Rubie Fritts,6382750811,Dream Homes Agency,4,B934
A935,Leo Shaw,6382750812,Golden Key Realty,3,B935
A936,James Medved,6382750813,SmartSpace Properties,4,B936
A937,Frank Ma,6382750814,Horizon Realty Group,5,B937
A938,Elizabeth Johson,6382750815,BlueStone Estates,4,B938
A939,Perry Marquez,6382750816,Landmark Realty,5,B939
A940,Jose Apel,6382750817,CityScape Properties,4,B940
A941,Kenny Ortiz,6382750818,Prime Realty,6,B941
A942,Andrew Morris,6382750819,Elite Property Solutions,4,B942
A943,Susan Lovelady,6382750820,Urban Nest Realty,4,B943
A944,Frank Viola,6382750821,Dream Homes Agency,4,B944
A945,Janet Devine,6382750822,Golden Key Realty,3,B945
A946,Stacey Brawer,6382750823,SmartSpace Properties,4,B946
A947,Stacy Boyd,6382750824,Horizon Realty Group,4,B947
A948,Helen Duane,6382750825,BlueStone Estates,6,B948
A949,John Rich,6382750826,Landmark Realty,6,B949
A950,Millicent Mossman,6382750827,CityScape Properties,3,B950
A951,Doris Vigil,6382750828,Prime Realty,3,B951
A952,Alline Anderson,6382750829,Elite Property Solutions,3,B952
A953,Heather Payne,6382750830,Urban Nest Realty,5,B953
A954,Doris Hiemstra,6382750831,Dream Homes Agency,4,B954
A955,Gregory Turner,6382750832,Golden Key Realty,6,B955
A956,Rachelle Alexander,6382750833,SmartSpace Properties,6,B956
A957,Virginia Frank,6382750834,Horizon Realty Group,5,B957
A958,Daniel Watts,6382750835,BlueStone Estates,6,B958
A959,Robert Cope,6382750836,Landmark Realty,6,B959
A960,James Baker,6382750837,CityScape Properties,5,B960
A961,Todd Coleman,6382750838,Prime Realty,6,B961
A962,Carl Johnson,6382750839,Elite Property Solutions,4,B962
A963,Linda Morris,6382750840,Urban Nest Realty,4,B963
A964,Larry Ingram,6382750841,Dream Homes Agency,4,B964
A965,Kristine Hunter,6382750842,Golden Key Realty,6,B965
A966,David Bussell,6382750843,SmartSpace Properties,6,B966
A967,Brandon Coaxum,6382750844,Horizon Realty Group,4,B967
A968,Helen Denson,6382750845,BlueStone Estates,3,B968
A969,Betty Hutchings,6382750846,Landmark Realty,5,B969
A970,William Mccray,6382750847,CityScape Properties,3,B970
A971,Cheryl Schultz,6382750848,Prime Realty,5,B971
A972,Robert Gamba,6382750849,Elite Property Solutions,3,B972
A973,Morris Wood,6382750850,Urban Nest Realty,4,B973
A974,Mark Blake,6382750851,Dream Homes Agency,3,B974
A975,William Kimbrough,6382750852,Golden Key Realty,6,B975
A976,Lucius Vasser,6382750853,SmartSpace Properties,5,B976
A977,Shawnee Johnston,6382750854,Horizon Realty Group,4,B977
A978,Jeffery Fujii,6382750855,BlueStone Estates,3,B978
A979,Joan Williams,6382750856,Landmark Realty,6,B979
A980,Melinda Dickey,6382750857,CityScape Properties,3,B980
A981,Gene Angulo,6382750858,Prime Realty,5,B981
A982,Eileen Norton,6382750859,Elite Property Solutions,4,B982
A983,Craig Smith,6382750860,Urban Nest Realty,5,B983
A984,Kami Jackson,6382750861,Dream Homes Agency,5,B984
A985,Jesse Massengale,6382750862,Golden Key Realty,3,B985
A986,Susan Plemons,6382750863,SmartSpace Properties,3,B986
A987,Richard Roark,6382750864,Horizon Realty Group,4,B987
A988,Michael Hardy,6382750865,BlueStone Estates,3,B988
A989,James Carter,6382750866,Landmark Realty,4,B989
A990,Amanda Pierce,6382750867,CityScape Properties,5,B990
A991,James Miller,6382750868,Prime Realty,4,B991
A992,Evelyn Cooley,6382750869,Elite Property Solutions,3,B992
A993,Latonya Perritt,6382750870,Urban Nest Realty,4,B993
A994,Rikki Jackson,6382750871,Dream Homes Agency,3,B994
A995,Michael Mccray,6382750872,Golden Key Realty,5,B995
A996,Elton Trudeau,6382750873,SmartSpace Properties,5,B996
A997,Andrew West,6382750874,Horizon Realty Group,5,B997
A998,Kim Fierro,6382750875,BlueStone Estates,6,B998
A999,Charles Milne,6382750876,Landmark Realty,3,B999
A1000,Sharon Hendrix,6382750877,CityScape Properties,3,B1000
A1001,Philip Hart,6382750878,Prime Realty,5,B1001
A1002,Mildred Rainwater,6382750879,Elite Property Solutions,3,B1002
A1003,Kenneth Mitchell,6382750880,Urban Nest Realty,3,B1003
A1004,Clyde Griffith,6382750881,Dream Homes Agency,3,B1004
A1005,Kenneth Killion,6382750882,Golden Key Realty,4,B1005
A1006,Burton Evans,6382750883,SmartSpace Properties,4,B1006
A1007,Stanley Hinson,6382750884,Horizon Realty Group,6,B1007
A1008,Thomas Nebergall,6382750885,BlueStone Estates,4,B1008
A1009,Robert Velasquez,6382750886,Landmark Realty,5,B1009
A1010,Alice Olague,6382750887,CityScape Properties,6,B1010
A1011,Marla Ogami,6382750888,Prime Realty,4,B1011
A1012,Kari Payton,6382750889,Elite Property Solutions,5,B1012
A1013,Jack Cason,6382750890,Urban Nest Realty,3,B1013
A1014,Linda Carter,6382750891,Dream Homes Agency,5,B1014
A1015,Theron Coffman,6382750892,Golden Key Realty,4,B1015
A1016,Gerald Honokaupu,6382750893,SmartSpace Properties,4,B1016
A1017,Eric Zucker,6382750894,Horizon Realty Group,3,B1017
A1018,Helen Carver,6382750895,BlueStone Estates,3,B1018
A1019,Andrea Congress,6382750896,Landmark Realty,3,B1019
A1020,Frederick Asuncion,6382750897,CityScape Properties,5,B1020
A1021,Linda Weingard,6382750898,Prime Realty,3,B1021
A1022,Diane Berry,6382750899,Elite Property Solutions,5,B1022
A1023,Christi Clements,6382750900,Urban Nest Realty,5,B1023
A1024,Gloria Beck,6382750901,Dream Homes Agency,5,B1024
A1025,Willie Hannah,6382750902,Golden Key Realty,3,B1025
A1026,Lloyd Ryan,6382750903,SmartSpace Properties,6,B1026
A1027,Jeremy Rocque,6382750904,Horizon Realty Group,4,B1027
A1028,Donald Stephens,6382750905,BlueStone Estates,4,B1028
A1029,Justine Yanchik,6382750906,Landmark Realty,6,B1029
A1030,Marlene Miah,6382750907,CityScape Properties,4,B1030
A1031,Tiffany Peak,6382750908,Prime Realty,3,B1031
A1032,Barbara Banks,6382750909,Elite Property Solutions,5,B1032
A1033,Joseph Amato,6382750910,Urban Nest Realty,5,B1033
A1034,Mirella Thornburg,6382750911,Dream Homes Agency,6,B1034
A1035,Dwight Lanzilotta,6382750912,Golden Key Realty,5,B1035
A1036,Bobbie Henrick,6382750913,SmartSpace Properties,4,B1036
A1037,Kimberly Galindo,6382750914,Horizon Realty Group,5,B1037
A1038,Patricia Johnson,6382750915,BlueStone Estates,5,B1038
A1039,Kristen Blocker,6382750916,Landmark Realty,5,B1039
A1040,Arlene Gannon,6382750917,CityScape Properties,6,B1040
A1041,Dennis Craig,6382750918,Prime Realty,4,B1041
A1042,Bessie Chavez,6382750919,Elite Property Solutions,4,B1042
A1043,Tom Cade,6382750920,Urban Nest Realty,6,B1043
A1044,Justin Rios,6382750921,Dream Homes Agency,6,B1044
A1045,Daniel Martin,6382750922,Golden Key Realty,3,B1045
A1046,Justin Harper,6382750923,SmartSpace Properties,6,B1046
A1047,Eric Washington,6382750924,Horizon Realty Group,5,B1047
A1048,Timothy Haaby,6382750925,BlueStone Estates,6,B1048
A1049,Ethel Breland,6382750926,Landmark Realty,6,B1049
A1050,Sandra Sullivan,6382750927,CityScape Properties,5,B1050
A1051,Cory Boes,6382750928,Prime Realty,4,B1051
A1052,Russell Thomas,6382750929,Elite Property Solutions,4,B1052
A1053,Ana Blanton,6382750930,Urban Nest Realty,3,B1053
A1054,James Rhew,6382750931,Dream Homes Agency,4,B1054
A1055,Barbara Priolean,6382750932,Golden Key Realty,6,B1055
A1056,Earl Murphy,6382750933,SmartSpace Properties,6,B1056
A1057,Helen Jones,6382750934,Horizon Realty Group,5,B1057
A1058,Mary Gardner,6382750935,BlueStone Estates,6,B1058
A1059,Georgianna Bard,6382750936,Landmark Realty,6,B1059
A1060,Mark Kelly,6382750937,CityScape Properties,3,B1060
A1061,James Lee,6382750938,Prime Realty,3,B1061
A1062,Randolph Mckay,6382750939,Elite Property Solutions,6,B1062
A1063,William Estrada,6382750940,Urban Nest Realty,5,B1063
A1064,Jolene Hillman,6382750941,Dream Homes Agency,4,B1064
A1065,Antonio Miller,6382750942,Golden Key Realty,5,B1065
A1066,Heather Brown,6382750943,SmartSpace Properties,5,B1066
A1067,Herbert Bearden,6382750944,Horizon Realty Group,5,B1067
A1068,Erik Kimbler,6382750945,BlueStone Estates,6,B1068
A1069,Wayne Crosley,6382750946,Landmark Realty,5,B1069
A1070,Linda Schiffman,6382750947,CityScape Properties,6,B1070
A1071,Henry Rothstein,6382750948,Prime Realty,4,B1071
A1072,Kathy Rodriquez,6382750949,Elite Property Solutions,3,B1072
A1073,Edwina Bannister,6382750950,Urban Nest Realty,6,B1073
A1074,Richard Martino,6382750951,Dream Homes Agency,5,B1074
A1075,Eric Poindexter,6382750952,Golden Key Realty,5,B1075
A1076,Gretchen Benson,6382750953,SmartSpace Properties,3,B1076
A1077,Louis Watson,6382750954,Horizon Realty Group,4,B1077
A1078,Jodie Hamrick,6382750955,BlueStone Estates,3,B1078
A1079,Rick Justice,6382750956,Landmark Realty,4,B1079
A1080,Betty Savory,6382750957,CityScape Properties,4,B1080
A1081,Piper Mallat,6382750958,Prime Realty,3,B1081
A1082,Christopher Carpentier,6382750959,Elite Property Solutions,5,B1082
A1083,Christopher Cobian,6382750960,Urban Nest Realty,6,B1083
A1084,Alex Corral,6382750961,Dream Homes Agency,3,B1084
A1085,Bertha Ice,6382750962,Golden Key Realty,3,B1085
A1086,Theodore Erickson,6382750963,SmartSpace Properties,3,B1086
A1087,Pedro Ferguson,6382750964,Horizon Realty Group,5,B1087
A1088,Marian Gregory,6382750965,BlueStone Estates,3,B1088
A1089,Marjorie Curran,6382750966,Landmark Realty,5,B1089
A1090,Henry Richards,6382750967,CityScape Properties,4,B1090
A1091,Paula Koger,6382750968,Prime Realty,6,B1091
A1092,Floyd Maloney,6382750969,Elite Property Solutions,5,B1092
A1093,Jorge Hill,6382750970,Urban Nest Realty,5,B1093
A1094,Margaret Marble,6382750971,Dream Homes Agency,6,B1094
A1095,Joanne Bisonette,6382750972,Golden Key Realty,5,B1095
A1096,Ingrid Watkins,6382750973,SmartSpace Properties,3,B1096
A1097,Tyler Mortenson,6382750974,Horizon Realty Group,6,B1097
A1098,Cynthia Guest,6382750975,BlueStone Estates,5,B1098
A1099,Lawrence Sanders,6382750976,Landmark Realty,4,B1099
A1100,Julie Ortiz,6382750977,CityScape Properties,3,B1100
A1101,Teresa Maiden,6382750978,Prime Realty,4,B1101
A1102,Lois Delao,6382750979,Elite Property Solutions,3,B1102
A1103,Vern Moss,6382750980,Urban Nest Realty,6,B1103
A1104,June Doctor,6382750981,Dream Homes Agency,6,B1104
A1105,Sharon Flood,6382750982,Golden Key Realty,3,B1105
A1106,Reta Erlebach,6382750983,SmartSpace Properties,5,B1106
A1107,William Engle,6382750984,Horizon Realty Group,5,B1107
A1108,Latarsha Dean,6382750985,BlueStone Estates,3,B1108
A1109,Oscar Fowler,6382750986,Landmark Realty,5,B1109
A1110,Wilfred Henderson,6382750987,CityScape Properties,6,B1110
A1111,Gordon Weintraub,6382750988,Prime Realty,4,B1111
A1112,Evelyn Albrecht,6382750989,Elite Property Solutions,5,B1112
A1113,Ariel Beringer,6382750990,Urban Nest Realty,6,B1113
A1114,Addie Baez,6382750991,Dream Homes Agency,6,B1114
A1115,Frederick Levenstein,6382750992,Golden Key Realty,4,B1115
A1116,Walter Flint,6382750993,SmartSpace Properties,3,B1116
A1117,Saundra Doyle,6382750994,Horizon Realty Group,4,B1117
A1118,Taylor Thomas,6382750995,BlueStone Estates,4,B1118
A1119,Humberto Welch,6382750996,Landmark Realty,4,B1119
A1120,Gerald Griffin,6382750997,CityScape Properties,4,B1120
A1121,Nancy Yates,6382750998,Prime Realty,4,B1121
A1122,Robert Cummings,6382750999,Elite Property Solutions,6,B1122
A1123,Brian Haller,6382751000,Urban Nest Realty,4,B1123
A1124,Mona Montano,6382751001,Dream Homes Agency,4,B1124
A1125,Jeffery Bradford,6382751002,Golden Key Realty,5,B1125
A1126,Christopher Ford,6382751003,SmartSpace Properties,3,B1126
A1127,Angela Walton,6382751004,Horizon Realty Group,5,B1127
A1128,Leroy Cummins,6382751005,BlueStone Estates,4,B1128
A1129,William Putnam,6382751006,Landmark Realty,3,B1129
A1130,Edgar Oley,6382751007,CityScape Properties,3,B1130
A1131,Ben Dewitt,6382751008,Prime Realty,4,B1131
A1132,Laverne Folwell,6382751009,Elite Property Solutions,5,B1132
A1133,Kim Gainer,6382751010,Urban Nest Realty,3,B1133
A1134,Jeff Cooper,6382751011,Dream Homes Agency,6,B1134
A1135,Sadie Greenhoward,6382751012,Golden Key Realty,6,B1135
A1136,Timothy Le,6382751013,SmartSpace Properties,6,B1136
A1137,Elizabeth Marrin,6382751014,Horizon Realty Group,4,B1137
A1138,Stephen Valerio,6382751015,BlueStone Estates,5,B1138
A1139,Addie Kraus,6382751016,Landmark Realty,4,B1139
A1140,Eleanor Hight,6382751017,CityScape Properties,4,B1140
A1141,Miguel Rocha,6382751018,Prime Realty,3,B1141
A1142,Fern Patel,6382751019,Elite Property Solutions,5,B1142
A1143,Kenneth Philbrick,6382751020,Urban Nest Realty,5,B1143
A1144,Courtney Muller,6382751021,Dream Homes Agency,5,B1144
A1145,Robert Smith,6382751022,Golden Key Realty,5,B1145
A1146,Daniel Orms,6382751023,SmartSpace Properties,3,B1146
A1147,Agnes Newman,6382751024,Horizon Realty Group,5,B1147
A1148,Steven Gonzales,6382751025,BlueStone Estates,3,B1148
A1149,Mark Jacobs,6382751026,Landmark Realty,6,B1149
A1150,Kenneth Dexter,6382751027,CityScape Properties,5,B1150
A1151,Sally Moody,6382751028,Prime Realty,5,B1151
A1152,Joshua Karnes,6382751029,Elite Property Solutions,3,B1152
A1153,Mildred Brill,6382751030,Urban Nest Realty,6,B1153
A1154,Lorena Rhoads,6382751031,Dream Homes Agency,6,B1154
A1155,Adam Hirst,6382751032,Golden Key Realty,3,B1155
A1156,Ashley Kendrick,6382751033,SmartSpace Properties,6,B1156
A1157,Hubert Niswander,6382751034,Horizon Realty Group,3,B1157
A1158,Gale Caraballo,6382751035,BlueStone Estates,5,B1158
A1159,Cindy Garman,6382751036,Landmark Realty,5,B1159
A1160,Mary Fortune,6382751037,CityScape Properties,5,B1160
A1161,Mamie Turner,6382751038,Prime Realty,6,B1161
A1162,Tabatha Ebling,6382751039,Elite Property Solutions,3,B1162
A1163,Mark Vandenbosch,6382751040,Urban Nest Realty,4,B1163
A1164,Rachel Green,6382751041,Dream Homes Agency,6,B1164
A1165,Virginia Cloer,6382751042,Golden Key Realty,5,B1165
A1166,Andrew Levins,6382751043,SmartSpace Properties,6,B1166
A1167,Erica Wynn,6382751044,Horizon Realty Group,3,B1167
A1168,Laura Fullerton,6382751045,BlueStone Estates,5,B1168
A1169,Clara Bishop,6382751046,Landmark Realty,6,B1169
A1170,Jason Evans,6382751047,CityScape Properties,6,B1170
A1171,Robert Terkelsen,6382751048,Prime Realty,6,B1171
A1172,James Taylor,6382751049,Elite Property Solutions,4,B1172
A1173,Elizabeth Beach,6382751050,Urban Nest Realty,6,B1173
A1174,Barbara Bell,6382751051,Dream Homes Agency,6,B1174
A1175,Esmeralda Chavez,6382751052,Golden Key Realty,4,B1175
A1176,Anthony Robinson,6382751053,SmartSpace Properties,4,B1176
A1177,Juliana Mcginnis,6382751054,Horizon Realty Group,4,B1177
A1178,William Little,6382751055,BlueStone Estates,6,B1178
A1179,Robert Wilson,6382751056,Landmark Realty,5,B1179
A1180,Dennis Evans,6382751057,CityScape Properties,5,B1180
A1181,Harry Hernandez,6382751058,Prime Realty,3,B1181
A1182,Luciano Kenoyer,6382751059,Elite Property Solutions,5,B1182
A1183,James Webb,6382751060,Urban Nest Realty,4,B1183
A1184,Desiree Watkins,6382751061,Dream Homes Agency,6,B1184
A1185,Gary Marshall,6382751062,Golden Key Realty,5,B1185
A1186,Gregory Williams,6382751063,SmartSpace Properties,4,B1186
A1187,Jeremiah Olds,6382751064,Horizon Realty Group,5,B1187
A1188,Robin Godfrey,6382751065,BlueStone Estates,3,B1188
A1189,Alan Smith,6382751066,Landmark Realty,4,B1189
A1190,Terri Radford,6382751067,CityScape Properties,5,B1190
A1191,Lisa Ingle,6382751068,Prime Realty,4,B1191
A1192,Brian Gonzales,6382751069,Elite Property Solutions,5,B1192
A1193,Lynn Longsdorf,6382751070,Urban Nest Realty,6,B1193
A1194,Ross Rigsby,6382751071,Dream Homes Agency,3,B1194
A1195,Jonathan Richardson,6382751072,Golden Key Realty,4,B1195
A1196,Debbie Nery,6382751073,SmartSpace Properties,3,B1196
A1197,Jason Chaney,6382751074,Horizon Realty Group,3,B1197
A1198,Paul Weiler,6382751075,BlueStone Estates,4,B1198
A1199,Becky Vasquez,6382751076,Landmark Realty,6,B1199
A1200,Fred Vanhoose,6382751077,CityScape Properties,4,B1200
A1201,Robert Parsons,6382751078,Prime Realty,6,B1201
A1202,Willie King,6382751079,Elite Property Solutions,6,B1202
A1203,Ann Knisley,6382751080,Urban Nest Realty,4,B1203
A1204,Charles Martinez,6382751081,Dream Homes Agency,6,B1204
A1205,Donald Flores,6382751082,Golden Key Realty,3,B1205
A1206,Mark Rinks,6382751083,SmartSpace Properties,4,B1206
A1207,Flora Seymour,6382751084,Horizon Realty Group,3,B1207
A1208,Joe Delarosa,6382751085,BlueStone Estates,5,B1208
A1209,Taylor Shiels,6382751086,Landmark Realty,4,B1209
A1210,Betty Webster,6382751087,CityScape Properties,4,B1210
A1211,Billy Hollis,6382751088,Prime Realty,5,B1211
A1212,Billy Tripp,6382751089,Elite Property Solutions,6,B1212
A1213,Maximo Walker,6382751090,Urban Nest Realty,6,B1213
A1214,Shannon Duque,6382751091,Dream Homes Agency,3,B1214
A1215,Josefina Ewing,6382751092,Golden Key Realty,4,B1215
A1216,Diego Davis,6382751093,SmartSpace Properties,5,B1216
A1217,Autumn Welsh,6382751094,Horizon Realty Group,4,B1217
A1218,John Mccormick,6382751095,BlueStone Estates,4,B1218
A1219,Aline French,6382751096,Landmark Realty,5,B1219
A1220,Jennifer Weiner,6382751097,CityScape Properties,3,B1220
A1221,Reginald Jones,6382751098,Prime Realty,3,B1221
A1222,Pearly Wiseman,6382751099,Elite Property Solutions,6,B1222
A1223,Donnie Rome,6382751100,Urban Nest Realty,4,B1223
A1224,Floyd Molina,6382751101,Dream Homes Agency,3,B1224
A1225,Nichole Martin,6382751102,Golden Key Realty,3,B1225
A1226,Robert Falcon,6382751103,SmartSpace Properties,4,B1226
A1227,Lila Miner,6382751104,Horizon Realty Group,3,B1227
A1228,Nicole Hattaway,6382751105,BlueStone Estates,3,B1228
A1229,Robert Nykiel,6382751106,Landmark Realty,6,B1229
A1230,Myra Rose,6382751107,CityScape Properties,4,B1230
A1231,Carolyn Zeinert,6382751108,Prime Realty,5,B1231
A1232,Casey Szeto,6382751109,Elite Property Solutions,5,B1232
A1233,Robert Vanegas,6382751110,Urban Nest Realty,3,B1233
A1234,Michael Harbaugh,6382751111,Dream Homes Agency,5,B1234
A1235,Carmen Reeve,6382751112,Golden Key Realty,6,B1235
A1236,Janet Hanson,6382751113,SmartSpace Properties,4,B1236
A1237,Richard Samuel,6382751114,Horizon Realty Group,4,B1237
A1238,Robert Kline,6382751115,BlueStone Estates,4,B1238
A1239,Roy Little,6382751116,Landmark Realty,5,B1239
A1240,Nathaniel Stephens,6382751117,CityScape Properties,4,B1240
A1241,Edna Hanson,6382751118,Prime Realty,3,B1241
A1242,Mary Sandoval,6382751119,Elite Property Solutions,3,B1242
A1243,Jonathan Caneva,6382751120,Urban Nest Realty,3,B1243
A1244,Christina Biles,6382751121,Dream Homes Agency,6,B1244
A1245,William Lagnese,6382751122,Golden Key Realty,4,B1245
A1246,Donald Hiller,6382751123,SmartSpace Properties,4,B1246
A1247,Edward Morris,6382751124,Horizon Realty Group,4,B1247
A1248,Vera Vargas,6382751125,BlueStone Estates,5,B1248
A1249,Ryan Sarris,6382751126,Landmark Realty,5,B1249
A1250,Dorothy Fuoco,6382751127,CityScape Properties,4,B1250
A1251,Luther Taylor,6382751128,Prime Realty,4,B1251
A1252,Ana Wilder,6382751129,Elite Property Solutions,6,B1252
A1253,Ellen Bass,6382751130,Urban Nest Realty,3,B1253
A1254,John Wright,6382751131,Dream Homes Agency,6,B1254
A1255,Wanda Cox,6382751132,Golden Key Realty,3,B1255
A1256,Jody Hinkle,6382751133,SmartSpace Properties,5,B1256
A1257,Monica Allen,6382751134,Horizon Realty Group,6,B1257
A1258,Christina Roman,6382751135,BlueStone Estates,5,B1258
A1259,Lauretta Burke,6382751136,Landmark Realty,6,B1259
A1260,Sandra Phelps,6382751137,CityScape Properties,5,B1260
A1261,Maryjane Garza,6382751138,Prime Realty,5,B1261
A1262,Daniel Young,6382751139,Elite Property Solutions,6,B1262
A1263,Diane Harris,6382751140,Urban Nest Realty,6,B1263
A1264,Joseph Drane,6382751141,Dream Homes Agency,4,B1264
A1265,James Speer,6382751142,Golden Key Realty,4,B1265
A1266,Walter Williams,6382751143,SmartSpace Properties,4,B1266
A1267,Robert Duncan,6382751144,Horizon Realty Group,4,B1267
A1268,Vera Vandiver,6382751145,BlueStone Estates,6,B1268
A1269,Rachael Taylor,6382751146,Landmark Realty,3,B1269
A1270,Jose Sinclair,6382751147,CityScape Properties,4,B1270
A1271,Phyllis Kissell,6382751148,Prime Realty,6,B1271
A1272,Kim Griffin,6382751149,Elite Property Solutions,4,B1272
A1273,Fabiola Duncan,6382751150,Urban Nest Realty,5,B1273
A1274,Danny Kuhn,6382751151,Dream Homes Agency,4,B1274
A1275,Frank Gonzalez,6382751152,Golden Key Realty,5,B1275
A1276,Jimmy Hill,6382751153,SmartSpace Properties,4,B1276
A1277,Roy Bray,6382751154,Horizon Realty Group,5,B1277
A1278,Vicki Mcgee,6382751155,BlueStone Estates,6,B1278
A1279,Brian Scott,6382751156,Landmark Realty,5,B1279
A1280,Andrea Willis,6382751157,CityScape Properties,5,B1280
A1281,Bobbie Cruz,6382751158,Prime Realty,6,B1281
A1282,Mary Little,6382751159,Elite Property Solutions,3,B1282
A1283,Edward Carns,6382751160,Urban Nest Realty,4,B1283
A1284,Fernanda Huff,6382751161,Dream Homes Agency,5,B1284
A1285,Catherine Mcdonald,6382751162,Golden Key Realty,3,B1285
A1286,Janet Patterson,6382751163,SmartSpace Properties,6,B1286
A1287,Debbie Baker,6382751164,Horizon Realty Group,6,B1287
A1288,Amy Franks,6382751165,BlueStone Estates,5,B1288
A1289,Lindsey Mckinley,6382751166,Landmark Realty,4,B1289
A1290,Debra Mullins,6382751167,CityScape Properties,3,B1290
A1291,Harold Sampson,6382751168,Prime Realty,6,B1291
A1292,Carolina Hughes,6382751169,Elite Property Solutions,5,B1292
A1293,Carolyn Matson,6382751170,Urban Nest Realty,5,B1293
A1294,Jeri Farr,6382751171,Dream Homes Agency,5,B1294
A1295,Ronnie Adams,6382751172,Golden Key Realty,6,B1295
A1296,Brooke Helms,6382751173,SmartSpace Properties,5,B1296
A1297,Oscar Posey,6382751174,Horizon Realty Group,4,B1297
A1298,Adele Fields,6382751175,BlueStone Estates,5,B1298
A1299,Eric Mays,6382751176,Landmark Realty,6,B1299
A1300,Richard Harris,6382751177,CityScape Properties,4,B1300
A1301,Norma Reyna,6382751178,Prime Realty,6,B1301
A1302,Betty Stine,6382751179,Elite Property Solutions,4,B1302
A1303,Jerry Guajardo,6382751180,Urban Nest Realty,6,B1303
A1304,Debra Hayzlett,6382751181,Dream Homes Agency,3,B1304
A1305,Michael Arnold,6382751182,Golden Key Realty,3,B1305
A1306,Mike Guttmann,6382751183,SmartSpace Properties,3,B1306
A1307,Jay Rodriguez,6382751184,Horizon Realty Group,4,B1307
A1308,Cynthia Emerson,6382751185,BlueStone Estates,5,B1308
A1309,Rodney Sorenson,6382751186,Landmark Realty,6,B1309
A1310,Janice Blaize,6382751187,CityScape Properties,6,B1310
A1311,Gerald Gilfillan,6382751188,Prime Realty,5,B1311
A1312,Mary Nolin,6382751189,Elite Property Solutions,3,B1312
A1313,Ava Nice,6382751190,Urban Nest Realty,6,B1313
A1314,Katrice Fenn,6382751191,Dream Homes Agency,5,B1314
A1315,George Covington,6382751192,Golden Key Realty,5,B1315
A1316,William White,6382751193,SmartSpace Properties,5,B1316
A1317,Justin Hanisch,6382751194,Horizon Realty Group,6,B1317
A1318,Frank Foust,6382751195,BlueStone Estates,3,B1318
A1319,Brian Sedrakyan,6382751196,Landmark Realty,5,B1319
A1320,Robert Lee,6382751197,CityScape Properties,4,B1320
A1321,Mary Bailey,6382751198,Prime Realty,6,B1321
A1322,Catherine Lindner,6382751199,Elite Property Solutions,5,B1322
A1323,Stephanie Marshall,6382751200,Urban Nest Realty,5,B1323
A1324,Jennifer Adair,6382751201,Dream Homes Agency,4,B1324
A1325,Debra Cotto,6382751202,Golden Key Realty,4,B1325
A1326,Jason Moore,6382751203,SmartSpace Properties,5,B1326
A1327,Scott Vanmeter,6382751204,Horizon Realty Group,4,B1327
A1328,Andrew Chicas,6382751205,BlueStone Estates,3,B1328
A1329,David Jenkins,6382751206,Landmark Realty,5,B1329
A1330,Willie Langevin,6382751207,CityScape Properties,4,B1330
A1331,Kenneth Yocom,6382751208,Prime Realty,5,B1331
A1332,Craig Mercer,6382751209,Elite Property Solutions,6,B1332
A1333,Cheryl Bullock,6382751210,Urban Nest Realty,3,B1333
A1334,Robin Lee,6382751211,Dream Homes Agency,6,B1334
A1335,Jennifer Archer,6382751212,Golden Key Realty,5,B1335
A1336,Laura Burgess,6382751213,SmartSpace Properties,6,B1336
A1337,Robert Pool,6382751214,Horizon Realty Group,3,B1337
A1338,Tami Stafford,6382751215,BlueStone Estates,4,B1338
A1339,Martha Thomas,6382751216,Landmark Realty,6,B1339
A1340,Andrew Soares,6382751217,CityScape Properties,4,B1340
A1341,Lawrence Cohrs,6382751218,Prime Realty,6,B1341
A1342,Suzie Yerkes,6382751219,Elite Property Solutions,3,B1342
A1343,Emilio Tomasini,6382751220,Urban Nest Realty,4,B1343
A1344,Betty Netterville,6382751221,Dream Homes Agency,4,B1344
A1345,Jennifer Powell,6382751222,Golden Key Realty,6,B1345
A1346,Tia Richardson,6382751223,SmartSpace Properties,3,B1346
A1347,Norman Armbruster,6382751224,Horizon Realty Group,3,B1347
A1348,Ola Brei,6382751225,BlueStone Estates,3,B1348
A1349,Vernon Elem,6382751226,Landmark Realty,5,B1349
A1350,Michael Downey,6382751227,CityScape Properties,5,B1350
A1351,Derrick Gunn,6382751228,Prime Realty,6,B1351
A1352,Robert Teasley,6382751229,Elite Property Solutions,6,B1352
