sale_id,property_id,sale_date,sale_price,buyer_name,payment_method
S919,P1019,2/12/2018,5954281,Jose Martin,EMI
S920,P1020,2/13/2018,5920850,Emily Sietsma,Cheque
S921,P1021,2/14/2018,9083215,Ruth Busby,Cash
S922,P1022,2/15/2018,7060484,Teresa Turner,Bank Loan
S923,P1023,2/16/2018,9268906,Charles Cutright,EMI
S924,P1024,2/19/2018,8543992,Eva Dean,Cheque
S925,P1025,2/2/2018,8925636,Robert Lozano,Cash
S926,P1026,2/5/2018,8525669,Dolores Mohead,Bank Loan
S927,P1027,2/6/2018,7666448,Kathleen George,EMI
S928,P1028,2/7/2018,8173043,Rosemary Barger,Cheque
S929,P1029,2/8/2018,7357124,Jannie Davis,Cash
S930,P1030,2/9/2018,7951722,Gary Uhrig,Bank Loan
S931,P1031,2/12/2018,6616141,Samuel Hacker,EMI
S932,P1032,2/13/2018,6352817,Alissa Norton,Cheque
S933,P1033,2/14/2018,7669133,Duane Hunt,Cash
S934,P1034,2/15/2018,8935819,Rubie Fritts,Bank Loan
S935,P1035,2/16/2018,8772725,Leo Shaw,EMI
S936,P1036,2/19/2018,5072785,James Medved,Cheque
S937,P1037,2/2/2018,5444357,Frank Ma,Cash
S938,P1038,2/5/2018,8798902,Elizabeth Johson,Bank Loan
S939,P1039,2/6/2018,8832134,Perry Marquez,EMI
S940,P1040,2/7/2018,8711112,Jose Apel,Cheque
S941,P1041,2/8/2018,9345804,Kenny Ortiz,Cash
S942,P1042,2/9/2018,9485288,Andrew Morris,Bank Loan
S943,P1043,2/12/2018,6391134,Susan Lovelady,EMI
S944,P1044,2/13/2018,5912452,Frank Viola,Cheque
S945,P1045,2/14/2018,7112941,Janet Devine,Cash
S946,P1046,2/15/2018,4655287,Stacey Brawer,Bank Loan
S947,P1047,2/16/2018,9273968,Stacy Boyd,EMI
S948,P1048,2/19/2018,6668482,Helen Duane,Cheque
S949,P1049,2/2/2018,7488601,John Rich,Cash
S950,P1050,2/5/2018,8147594,Millicent Mossman,Bank Loan
S951,P1051,2/6/2018,9471944,Doris Vigil,EMI
S952,P1052,2/7/2018,6290439,Alline Anderson,Cheque
S953,P1053,2/8/2018,5591529,Heather Payne,Cash
S954,P1054,2/9/2018,4694653,Doris Hiemstra,Bank Loan
S955,P1055,2/12/2018,9415074,Gregory Turner,EMI
S956,P1056,2/13/2018,7275406,Rachelle Alexander,Cheque
S957,P1057,2/14/2018,4872114,Virginia Frank,Cash
S958,P1058,2/15/2018,6945930,Daniel Watts,Bank Loan
S959,P1059,2/16/2018,5602625,Robert Cope,EMI
S960,P1060,2/19/2018,7412712,James Baker,Cheque
S961,P1061,2/2/2018,6143994,Todd Coleman,Cash
S962,P1062,2/5/2018,6548003,Carl Johnson,Bank Loan
S963,P1063,2/6/2018,8397315,Linda Morris,EMI
S964,P1064,2/7/2018,5224136,Larry Ingram,Cheque
S965,P1065,2/8/2018,4573705,Kristine Hunter,Cash
S966,P1066,2/9/2018,4652582,David Bussell,Bank Loan
S967,P1067,2/12/2018,7034859,Brandon Coaxum,EMI
S968,P1068,2/13/2018,7289766,Helen Denson,Cheque
S969,P1069,2/14/2018,7504736,Betty Hutchings,Cash
S970,P1070,2/15/2018,6260337,William Mccray,Bank Loan
S971,P1071,2/16/2018,5547929,Cheryl Schultz,EMI
S972,P1072,2/19/2018,5141218,Robert Gamba,Cheque
S973,P1073,2/2/2018,5114790,Morris Wood,Cash
S974,P1074,2/5/2018,6844873,Mark Blake,Bank Loan
S975,P1075,2/6/2018,8602612,William Kimbrough,EMI
S976,P1076,2/7/2018,9005997,Lucius Vasser,Cheque
S977,P1077,2/8/2018,9347242,Shawnee Johnston,Cash
S978,P1078,2/9/2018,7445589,Jeffery Fujii,Bank Loan
S979,P1079,2/12/2018,4579718,Joan Williams,EMI
S980,P1080,2/13/2018,5087049,Melinda Dickey,Cheque
S981,P1081,2/14/2018,5825067,Gene Angulo,Cash
S982,P1082,2/15/2018,8221127,Eileen Norton,Bank Loan
S983,P1083,2/16/2018,8228979,Craig Smith,EMI
S984,P1084,2/19/2018,6049167,Kami Jackson,Cheque
S985,P1085,2/2/2018,6125016,Jesse Massengale,Cash
S986,P1086,2/5/2018,8970542,Susan Plemons,Bank Loan
S987,P1087,2/6/2018,5938183,Richard Roark,EMI
S988,P1088,2/7/2018,9294228,Michael Hardy,Cheque
S989,P1089,2/8/2018,9074760,James Carter,Cash
S990,P1090,2/9/2018,8578180,Amanda Pierce,Bank Loan
S991,P1091,2/12/2018,8855679,James Miller,EMI
S992,P1092,2/13/2018,5601334,Evelyn Cooley,Cheque
S993,P1093,2/14/2018,7149414,Latonya Perritt,Cash
S994,P1094,2/15/2018,6886883,Rikki Jackson,Bank Loan
S995,P1095,2/16/2018,8170185,Michael Mccray,EMI
S996,P1096,2/19/2018,5542605,Elton Trudeau,Cheque
S997,P1097,2/2/2018,4668725,Andrew West,Cash
S998,P1098,2/5/2018,9182988,Kim Fierro,Bank Loan
S999,P1099,2/6/2018,9334262,Charles Milne,EMI
S1000,P1100,2/7/2018,7629055,Sharon Hendrix,Cheque
S1001,P1101,2/8/2018,6203261,Philip Hart,Bank Loan
S1002,P1102,2/9/2018,8480083,Mildred Rainwater,Bank Loan
S1003,P1103,2/12/2018,7188256,Kenneth Mitchell,Bank Loan
S1004,P1104,2/13/2018,8311809,Clyde Griffith,Bank Loan
S1005,P1105,2/14/2018,8982789,Kenneth Killion,Bank Loan
S1006,P1106,2/15/2018,7643822,Burton Evans,Bank Loan
S1007,P1107,2/16/2018,4713165,Stanley Hinson,Bank Loan
S1008,P1108,2/19/2018,8643615,Thomas Nebergall,Bank Loan
S1009,P1109,2/2/2018,8295924,Robert Velasquez,Bank Loan
S1010,P1110,2/5/2018,4850249,Alice Olague,Bank Loan
S1011,P1111,2/6/2018,9221683,Marla Ogami,Bank Loan
S1012,P1112,2/7/2018,9450580,Kari Payton,Bank Loan
S1013,P1113,2/8/2018,5382518,Jack Cason,Bank Loan
S1014,P1114,2/9/2018,7443909,Linda Carter,Bank Loan
S1015,P1115,2/12/2018,4727228,Theron Coffman,Bank Loan
S1016,P1116,2/13/2018,6147271,Gerald Honokaupu,Bank Loan
S1017,P1117,2/14/2018,7962819,Eric Zucker,Bank Loan
S1018,P1118,2/15/2018,5926659,Helen Carver,Bank Loan
S1019,P1119,2/16/2018,5923039,Andrea Congress,Bank Loan
S1020,P1120,2/19/2018,7733367,Frederick Asuncion,Bank Loan
S1021,P1121,2/2/2018,5477729,Linda Weingard,Bank Loan
S1022,P1122,2/5/2018,8624093,Diane Berry,Bank Loan
S1023,P1123,2/6/2018,6057548,Christi Clements,Bank Loan
S1024,P1124,2/7/2018,6631907,Gloria Beck,Bank Loan
S1025,P1125,2/8/2018,5472511,Willie Hannah,Bank Loan
S1026,P1126,2/9/2018,5902829,Lloyd Ryan,Bank Loan
S1027,P1127,2/12/2018,8525846,Jeremy Rocque,Bank Loan
S1028,P1128,2/13/2018,8983713,Donald Stephens,Bank Loan
S1029,P1129,2/14/2018,7529122,Justine Yanchik,Bank Loan
S1030,P1130,2/15/2018,8049530,Marlene Miah,Bank Loan
S1031,P1131,2/16/2018,6663712,Tiffany Peak,Bank Loan
S1032,P1132,2/19/2018,6620247,Barbara Banks,Bank Loan
S1033,P1133,2/2/2018,7367825,Joseph Amato,Bank Loan
S1034,P1134,2/5/2018,8088163,Mirella Thornburg,Bank Loan
S1035,P1135,2/6/2018,8227130,Dwight Lanzilotta,Bank Loan
S1036,P1136,2/7/2018,6494978,Bobbie Henrick,Bank Loan
S1037,P1137,2/8/2018,8625350,Kimberly Galindo,Bank Loan
S1038,P1138,2/9/2018,6339072,Patricia Johnson,Bank Loan
S1039,P1139,2/12/2018,8934063,Kristen Blocker,Bank Loan
S1040,P1140,2/13/2018,5256011,Arlene Gannon,Bank Loan
S1041,P1141,2/14/2018,4766958,Dennis Craig,Bank Loan
S1042,P1142,2/15/2018,4834403,Bessie Chavez,Bank Loan
S1043,P1143,2/16/2018,9174474,Tom Cade,Bank Loan
S1044,P1144,2/19/2018,6822285,Justin Rios,Bank Loan
S1045,P1145,2/2/2018,9203902,Daniel Martin,Bank Loan
S1046,P1146,2/5/2018,9385505,Justin Harper,Bank Loan
S1047,P1147,2/6/2018,8607558,Eric Washington,Bank Loan
S1048,P1148,2/7/2018,5488408,Timothy Haaby,Bank Loan
S1049,P1149,2/8/2018,8413586,Ethel Breland,Bank Loan
S1050,P1150,2/9/2018,5406037,Sandra Sullivan,Bank Loan
S1051,P1151,2/12/2018,7884791,Cory Boes,Bank Loan
S1052,P1152,2/13/2018,5309033,Russell Thomas,Bank Loan
S1053,P1153,2/14/2018,4542707,Ana Blanton,Bank Loan
S1054,P1154,2/15/2018,5294705,James Rhew,Bank Loan
S1055,P1155,2/16/2018,8972816,Barbara Priolean,Bank Loan
S1056,P1156,2/19/2018,5893730,Earl Murphy,Bank Loan
S1057,P1157,2/2/2018,6129215,Helen Jones,Bank Loan
S1058,P1158,2/5/2018,4609151,Mary Gardner,Bank Loan
S1059,P1159,2/6/2018,8606628,Georgianna Bard,Bank Loan
S1060,P1160,2/7/2018,5041572,Mark Kelly,Bank Loan
S1061,P1161,2/8/2018,8268690,James Lee,Bank Loan
S1062,P1162,2/9/2018,5957305,Randolph Mckay,Bank Loan
S1063,P1163,2/12/2018,8680224,William Estrada,Bank Loan
S1064,P1164,2/13/2018,6637924,Jolene Hillman,Bank Loan
S1065,P1165,2/14/2018,6512984,Antonio Miller,Bank Loan
S1066,P1166,2/15/2018,6567970,Heather Brown,Bank Loan
S1067,P1167,2/16/2018,6759513,Herbert Bearden,Bank Loan
S1068,P1168,2/19/2018,5758825,Erik Kimbler,Bank Loan
S1069,P1169,2/2/2018,5623542,Wayne Crosley,Bank Loan
S1070,P1170,2/5/2018,5108617,Linda Schiffman,Bank Loan
S1071,P1171,2/6/2018,5977474,Henry Rothstein,Bank Loan
S1072,P1172,2/7/2018,7404180,Kathy Rodriquez,Bank Loan
S1073,P1173,2/8/2018,7465775,Edwina Bannister,Bank Loan
S1074,P1174,2/9/2018,7691055,Richard Martino,Bank Loan
S1075,P1175,2/12/2018,8279379,Eric Poindexter,Bank Loan
S1076,P1176,2/13/2018,9489067,Gretchen Benson,Bank Loan
S1077,P1177,2/14/2018,5410512,Louis Watson,Bank Loan
S1078,P1178,2/15/2018,7757735,Jodie Hamrick,Bank Loan
S1079,P1179,2/16/2018,8620062,Rick Justice,Bank Loan
S1080,P1180,2/19/2018,8205925,Betty Savory,Bank Loan
S1081,P1181,2/2/2018,7403978,Piper Mallat,Bank Loan
S1082,P1182,2/5/2018,7770125,Christopher Carpentier,Bank Loan
S1083,P1183,2/6/2018,9313911,Christopher Cobian,Bank Loan
S1084,P1184,2/7/2018,7993049,Alex Corral,Bank Loan
S1085,P1185,2/8/2018,7518085,Bertha Ice,Bank Loan
S1086,P1186,2/9/2018,8666893,Theodore Erickson,Bank Loan
S1087,P1187,2/12/2018,5855263,Pedro Ferguson,Bank Loan
S1088,P1188,2/13/2018,8430305,Marian Gregory,Bank Loan
S1089,P1189,2/14/2018,4960104,Marjorie Curran,Bank Loan
S1090,P1190,2/15/2018,6481488,Henry Richards,Bank Loan
S1091,P1191,2/16/2018,5824465,Paula Koger,Bank Loan
S1092,P1192,2/19/2018,5706447,Floyd Maloney,Bank Loan
S1093,P1193,2/2/2018,6233827,Jorge Hill,Bank Loan
S1094,P1194,2/5/2018,7487409,Margaret Marble,Bank Loan
S1095,P1195,2/6/2018,8162093,Joanne Bisonette,Bank Loan
S1096,P1196,2/7/2018,9419193,Ingrid Watkins,Bank Loan
S1097,P1197,2/8/2018,9132820,Tyler Mortenson,Bank Loan
S1098,P1198,2/9/2018,9355226,Cynthia Guest,Bank Loan
S1099,P1199,2/12/2018,9098513,Lawrence Sanders,Bank Loan
S1100,P1200,2/13/2018,7831122,Julie Ortiz,Bank Loan
S1101,P1201,2/14/2018,7714457,Teresa Maiden,Bank Loan
S1102,P1202,2/15/2018,8893752,Lois Delao,Bank Loan
S1103,P1203,2/16/2018,8931728,Vern Moss,Bank Loan
S1104,P1204,2/19/2018,7119816,June Doctor,Bank Loan
S1105,P1205,2/2/2018,6344237,Sharon Flood,Bank Loan
S1106,P1206,2/5/2018,6556337,Reta Erlebach,Bank Loan
S1107,P1207,2/6/2018,8605872,William Engle,Bank Loan
S1108,P1208,2/7/2018,5086625,Latarsha Dean,Bank Loan
S1109,P1209,2/8/2018,8793251,Oscar Fowler,Bank Loan
S1110,P1210,2/9/2018,5235271,Wilfred Henderson,Bank Loan
S1111,P1211,2/12/2018,6648702,Gordon Weintraub,Bank Loan
S1112,P1212,2/13/2018,4771743,Evelyn Albrecht,Bank Loan
S1113,P1213,2/14/2018,4940956,Ariel Beringer,Bank Loan
S1114,P1214,2/15/2018,6674720,Addie Baez,Bank Loan
S1115,P1215,2/16/2018,6134513,Frederick Levenstein,Bank Loan
S1116,P1216,2/19/2018,5907705,Walter Flint,Bank Loan
S1117,P1217,2/2/2018,8805752,Saundra Doyle,Bank Loan
S1118,P1218,2/5/2018,4822805,Taylor Thomas,Bank Loan
S1119,P1219,2/6/2018,6533809,Humberto Welch,Bank Loan
S1120,P1220,2/7/2018,7054235,Gerald Griffin,Bank Loan
S1121,P1221,2/8/2018,6471092,Nancy Yates,Bank Loan
S1122,P1222,2/9/2018,8193550,Robert Cummings,Bank Loan
S1123,P1223,2/12/2018,6105880,Brian Haller,Bank Loan
S1124,P1224,2/13/2018,8633273,Mona Montano,Bank Loan
S1125,P1225,2/14/2018,6374580,Jeffery Bradford,Bank Loan
S1126,P1226,2/15/2018,6241058,Christopher Ford,Bank Loan
S1127,P1227,2/16/2018,5638643,Angela Walton,Bank Loan
S1128,P1228,2/19/2018,4950700,Leroy Cummins,Bank Loan
S1129,P1229,2/2/2018,8924198,William Putnam,Bank Loan
S1130,P1230,2/5/2018,7535613,Edgar Oley,Bank Loan
S1131,P1231,2/6/2018,6056463,Ben Dewitt,Bank Loan
S1132,P1232,2/7/2018,8757431,Laverne Folwell,Bank Loan
S1133,P1233,2/8/2018,4812974,Kim Gainer,Bank Loan
S1134,P1234,2/9/2018,5012190,Jeff Cooper,Bank Loan
S1135,P1235,2/12/2018,4978111,Sadie Greenhoward,Bank Loan
S1136,P1236,2/13/2018,8227047,Timothy Le,Bank Loan
S1137,P1237,2/14/2018,6074761,Elizabeth Marrin,Bank Loan
S1138,P1238,2/15/2018,8051467,Stephen Valerio,Bank Loan
S1139,P1239,2/16/2018,8480983,Addie Kraus,Bank Loan
S1140,P1240,2/19/2018,8077546,Eleanor Hight,Bank Loan
S1141,P1241,2/2/2018,6163555,Miguel Rocha,Bank Loan
S1142,P1242,2/5/2018,5690757,Fern Patel,Bank Loan
S1143,P1243,2/6/2018,7870683,Kenneth Philbrick,Bank Loan
S1144,P1244,2/7/2018,8238583,Courtney Muller,Bank Loan
S1145,P1245,2/8/2018,6188888,Robert Smith,Bank Loan
S1146,P1246,2/9/2018,4883010,Daniel Orms,Bank Loan
S1147,P1247,2/12/2018,7810880,Agnes Newman,Bank Loan
S1148,P1248,2/13/2018,6680125,Steven Gonzales,Bank Loan
S1149,P1249,2/14/2018,4666642,Mark Jacobs,Bank Loan
S1150,P1250,2/15/2018,9162594,Kenneth Dexter,Bank Loan
S1151,P1251,2/16/2018,8249353,Sally Moody,Bank Loan
S1152,P1252,2/19/2018,5301326,Joshua Karnes,Bank Loan
S1153,P1253,2/2/2018,7084269,Mildred Brill,Bank Loan
S1154,P1254,2/5/2018,8193993,Lorena Rhoads,Bank Loan
S1155,P1255,2/6/2018,5996469,Adam Hirst,Bank Loan
S1156,P1256,2/7/2018,8971500,Ashley Kendrick,Bank Loan
S1157,P1257,2/8/2018,5190973,Hubert Niswander,Bank Loan
S1158,P1258,2/9/2018,4985964,Gale Caraballo,Bank Loan
S1159,P1259,2/12/2018,6113139,Cindy Garman,Bank Loan
S1160,P1260,2/13/2018,7326209,Mary Fortune,Bank Loan
S1161,P1261,2/14/2018,7946679,Mamie Turner,Bank Loan
S1162,P1262,2/15/2018,6274985,Tabatha Ebling,Bank Loan
S1163,P1263,2/16/2018,8964382,Mark Vandenbosch,Bank Loan
S1164,P1264,2/19/2018,6892108,Rachel Green,Bank Loan
S1165,P1265,2/2/2018,6179442,Virginia Cloer,Bank Loan
S1166,P1266,2/5/2018,8841029,Andrew Levins,Bank Loan
S1167,P1267,2/6/2018,6977258,Erica Wynn,Bank Loan
S1168,P1268,2/7/2018,5361315,Laura Fullerton,Bank Loan
S1169,P1269,2/8/2018,7996465,Clara Bishop,Bank Loan
S1170,P1270,2/9/2018,6848230,Jason Evans,Bank Loan
S1171,P1271,2/12/2018,5140222,Robert Terkelsen,Bank Loan
S1172,P1272,2/13/2018,6474591,James Taylor,Bank Loan
S1173,P1273,2/14/2018,6083169,Elizabeth Beach,Bank Loan
S1174,P1274,2/15/2018,8004679,Barbara Bell,Bank Loan
S1175,P1275,2/16/2018,5524003,Esmeralda Chavez,Bank Loan
S1176,P1276,2/19/2018,9058447,Anthony Robinson,Bank Loan
S1177,P1277,2/2/2018,8500459,Juliana Mcginnis,Bank Loan
S1178,P1278,2/5/2018,5400428,William Little,Bank Loan
S1179,P1279,2/6/2018,7855495,Robert Wilson,Bank Loan
S1180,P1280,2/7/2018,8866441,Dennis Evans,Bank Loan
S1181,P1281,2/8/2018,4757684,Harry Hernandez,Bank Loan
S1182,P1282,2/9/2018,6682306,Luciano Kenoyer,Bank Loan
S1183,P1283,2/12/2018,7118454,James Webb,Bank Loan
S1184,P1284,2/13/2018,5222800,Desiree Watkins,Bank Loan
S1185,P1285,2/14/2018,7732854,Gary Marshall,Bank Loan
S1186,P1286,2/15/2018,7359294,Gregory Williams,Bank Loan
S1187,P1287,2/16/2018,5265363,Jeremiah Olds,Bank Loan
S1188,P1288,2/19/2018,6112136,Robin Godfrey,Bank Loan
S1189,P1289,2/2/2018,4513790,Alan Smith,Bank Loan
S1190,P1290,2/5/2018,6708131,Terri Radford,Bank Loan
S1191,P1291,2/6/2018,5951513,Lisa Ingle,Bank Loan
S1192,P1292,2/7/2018,8780456,Brian Gonzales,Bank Loan
S1193,P1293,2/8/2018,6729855,Lynn Longsdorf,Bank Loan
S1194,P1294,2/9/2018,9234446,Ross Rigsby,Bank Loan
S1195,P1295,2/12/2018,6449799,Jonathan Richardson,Bank Loan
S1196,P1296,2/13/2018,5748439,Debbie Nery,Bank Loan
S1197,P1297,2/14/2018,9370568,Jason Chaney,Bank Loan
S1198,P1298,2/15/2018,5192318,Paul Weiler,Bank Loan
S1199,P1299,2/16/2018,5582179,Becky Vasquez,Bank Loan
S1200,P1300,2/19/2018,5936087,Fred Vanhoose,Bank Loan
S1201,P1301,2/2/2018,4903052,Robert Parsons,Bank Loan
S1202,P1302,2/5/2018,6939591,Willie King,Bank Loan
S1203,P1303,2/6/2018,7834637,Ann Knisley,Bank Loan
S1204,P1304,2/7/2018,8414785,Charles Martinez,Bank Loan
S1205,P1305,2/8/2018,8833279,Donald Flores,Bank Loan
S1206,P1306,2/9/2018,9359874,Mark Rinks,Bank Loan
S1207,P1307,2/12/2018,5297379,Flora Seymour,Bank Loan
S1208,P1308,2/13/2018,6813780,Joe Delarosa,Bank Loan
S1209,P1309,2/14/2018,9361285,Taylor Shiels,Bank Loan
S1210,P1310,2/15/2018,7135314,Betty Webster,Bank Loan
S1211,P1311,2/16/2018,7146802,Billy Hollis,Bank Loan
S1212,P1312,2/19/2018,8377069,Billy Tripp,Bank Loan
S1213,P1313,2/2/2018,8522434,Maximo Walker,Bank Loan
S1214,P1314,2/5/2018,8537324,Shannon Duque,Bank Loan
S1215,P1315,2/6/2018,8186898,Josefina Ewing,Bank Loan
S1216,P1316,2/7/2018,4790130,Diego Davis,Bank Loan
S1217,P1317,2/8/2018,4716175,Autumn Welsh,Bank Loan
S1218,P1318,2/9/2018,8739205,John Mccormick,Bank Loan
S1219,P1319,2/12/2018,8986739,Aline French,Bank Loan
S1220,P1320,2/13/2018,5722369,Jennifer Weiner,Bank Loan
S1221,P1321,2/14/2018,5592045,Reginald Jones,Bank Loan
S1222,P1322,2/15/2018,4834749,Pearly Wiseman,Bank Loan
S1223,P1323,2/16/2018,6053376,Donnie Rome,Bank Loan
S1224,P1324,2/19/2018,6747687,Floyd Molina,Bank Loan
S1225,P1325,2/2/2018,7585022,Nichole Martin,Bank Loan
S1226,P1326,2/5/2018,4801950,Robert Falcon,Bank Loan
S1227,P1327,2/6/2018,7695875,Lila Miner,Bank Loan
S1228,P1328,2/7/2018,5789142,Nicole Hattaway,Bank Loan
S1229,P1329,2/8/2018,7940386,Robert Nykiel,Bank Loan
S1230,P1330,2/9/2018,5417776,Myra Rose,Bank Loan
S1231,P1331,2/12/2018,7211509,Carolyn Zeinert,Bank Loan
S1232,P1332,2/13/2018,8648991,Casey Szeto,Bank Loan
S1233,P1333,2/14/2018,9416085,Robert Vanegas,Bank Loan
S1234,P1334,2/15/2018,8341666,Michael Harbaugh,Bank Loan
S1235,P1335,2/16/2018,7211925,Carmen Reeve,Bank Loan
S1236,P1336,2/19/2018,7738737,Janet Hanson,Bank Loan
S1237,P1337,2/2/2018,6925332,Richard Samuel,Bank Loan
S1238,P1338,2/5/2018,6394795,Robert Kline,Bank Loan
S1239,P1339,2/6/2018,6989346,Roy Little,Bank Loan
S1240,P1340,2/7/2018,5554075,Nathaniel Stephens,Bank Loan
S1241,P1341,2/8/2018,6429041,Edna Hanson,Bank Loan
S1242,P1342,2/9/2018,7713499,Mary Sandoval,Bank Loan
S1243,P1343,2/12/2018,8999697,Jonathan Caneva,Bank Loan
S1244,P1344,2/13/2018,4779703,Christina Biles,Bank Loan
S1245,P1345,2/14/2018,9427262,William Lagnese,Bank Loan
S1246,P1346,2/15/2018,8220540,Donald Hiller,Bank Loan
S1247,P1347,2/16/2018,8165459,Edward Morris,Bank Loan
S1248,P1348,2/19/2018,8653770,Vera Vargas,Bank Loan
S1249,P1349,2/2/2018,6668241,Ryan Sarris,Bank Loan
S1250,P1350,2/5/2018,5963913,Dorothy Fuoco,Bank Loan
S1251,P1351,2/6/2018,7013048,Luther Taylor,Bank Loan
S1252,P1352,2/7/2018,6851616,Ana Wilder,Bank Loan
S1253,P1353,2/8/2018,8942712,Ellen Bass,Bank Loan
S1254,P1354,2/9/2018,7124722,John Wright,Bank Loan
S1255,P1355,2/12/2018,7111845,Wanda Cox,Bank Loan
S1256,P1356,2/13/2018,6944208,Jody Hinkle,Bank Loan
S1257,P1357,2/14/2018,6915792,Monica Allen,Bank Loan
S1258,P1358,2/15/2018,7720679,Christina Roman,Bank Loan
S1259,P1359,2/16/2018,8828976,Lauretta Burke,Bank Loan
S1260,P1360,2/19/2018,7723884,Sandra Phelps,Bank Loan
S1261,P1361,2/2/2018,6682425,Maryjane Garza,Bank Loan
S1262,P1362,2/5/2018,6181043,Daniel Young,Bank Loan
S1263,P1363,2/6/2018,8661990,Diane Harris,Bank Loan
S1264,P1364,2/7/2018,5046973,Joseph Drane,Bank Loan
S1265,P1365,2/8/2018,7827103,James Speer,Bank Loan
S1266,P1366,2/9/2018,9409846,Walter Williams,Bank Loan
S1267,P1367,2/12/2018,7576302,Robert Duncan,Bank Loan
S1268,P1368,2/13/2018,6899577,Vera Vandiver,Bank Loan
S1269,P1369,2/14/2018,4670934,Rachael Taylor,Bank Loan
S1270,P1370,2/15/2018,5070401,Jose Sinclair,Bank Loan
S1271,P1371,2/16/2018,5228328,Phyllis Kissell,Bank Loan
S1272,P1372,2/19/2018,5827597,Kim Griffin,Bank Loan
S1273,P1373,2/2/2018,5729416,Fabiola Duncan,Bank Loan
S1274,P1374,2/5/2018,7567951,Danny Kuhn,Bank Loan
S1275,P1375,2/6/2018,7547240,Frank Gonzalez,Bank Loan
S1276,P1376,2/7/2018,7201678,Jimmy Hill,Bank Loan
S1277,P1377,2/8/2018,5214659,Roy Bray,Bank Loan
S1278,P1378,2/9/2018,7588698,Vicki Mcgee,Bank Loan
S1279,P1379,2/12/2018,9270814,Brian Scott,Bank Loan
S1280,P1380,2/13/2018,5180729,Andrea Willis,Bank Loan
S1281,P1381,2/14/2018,8882473,Bobbie Cruz,Bank Loan
S1282,P1382,2/15/2018,5797698,Mary Little,Bank Loan
S1283,P1383,2/16/2018,7443023,Edward Carns,Bank Loan
S1284,P1384,2/19/2018,6959066,Fernanda Huff,Bank Loan
S1285,P1385,2/2/2018,8033683,Catherine Mcdonald,Bank Loan
S1286,P1386,2/5/2018,9391353,Janet Patterson,Bank Loan
S1287,P1387,2/6/2018,6001895,Debbie Baker,Bank Loan
S1288,P1388,2/7/2018,8378971,Amy Franks,Bank Loan
S1289,P1389,2/8/2018,5143598,Lindsey Mckinley,Bank Loan
S1290,P1390,2/9/2018,4520745,Debra Mullins,Bank Loan
S1291,P1391,2/12/2018,5361600,Harold Sampson,Bank Loan
S1292,P1392,2/13/2018,8416140,Carolina Hughes,Bank Loan
S1293,P1393,2/14/2018,6794643,Carolyn Matson,Bank Loan
S1294,P1394,2/15/2018,6017647,Jeri Farr,Bank Loan
S1295,P1395,2/16/2018,5292060,Ronnie Adams,Bank Loan
S1296,P1396,2/19/2018,9385778,Brooke Helms,Bank Loan
S1297,P1397,2/2/2018,6598605,Oscar Posey,Bank Loan
S1298,P1398,2/5/2018,6610630,Adele Fields,Bank Loan
S1299,P1399,2/6/2018,7406445,Eric Mays,Bank Loan
S1300,P1400,2/7/2018,8024948,Richard Harris,Bank Loan
S1301,P1401,2/8/2018,4600453,Norma Reyna,Bank Loan
S1302,P1402,2/9/2018,5339872,Betty Stine,Bank Loan
S1303,P1403,2/12/2018,4528422,Jerry Guajardo,Bank Loan
S1304,P1404,2/13/2018,9407386,Debra Hayzlett,Bank Loan
S1305,P1405,2/14/2018,6492898,Michael Arnold,Bank Loan
S1306,P1406,2/15/2018,6781014,Mike Guttmann,Bank Loan
S1307,P1407,2/16/2018,8892854,Jay Rodriguez,Bank Loan
S1308,P1408,2/19/2018,5100334,Cynthia Emerson,Bank Loan
S1309,P1409,2/2/2018,8365169,Rodney Sorenson,Bank Loan
S1310,P1410,2/5/2018,5133219,Janice Blaize,Bank Loan
S1311,P1411,2/6/2018,6803879,Gerald Gilfillan,Bank Loan
S1312,P1412,2/7/2018,8750097,Mary Nolin,Bank Loan
S1313,P1413,2/8/2018,4916584,Ava Nice,Bank Loan
S1314,P1414,2/9/2018,6955829,Katrice Fenn,Bank Loan
S1315,P1415,2/12/2018,7417980,George Covington,Bank Loan
S1316,P1416,2/13/2018,7074679,William White,Bank Loan
S1317,P1417,2/14/2018,6368677,Justin Hanisch,Bank Loan
S1318,P1418,2/15/2018,8476448,Frank Foust,Bank Loan
S1319,P1419,2/16/2018,8840420,Brian Sedrakyan,Bank Loan
S1320,P1420,2/19/2018,8565368,Robert Lee,Bank Loan
S1321,P1421,2/2/2018,8230773,Mary Bailey,Bank Loan
S1322,P1422,2/5/2018,9138259,Catherine Lindner,Bank Loan
S1323,P1423,2/6/2018,5413690,Stephanie Marshall,Bank Loan
S1324,P1424,2/7/2018,7211327,Jennifer Adair,Bank Loan
S1325,P1425,2/8/2018,6474957,Debra Cotto,Bank Loan
S1326,P1426,2/9/2018,7521682,Jason Moore,Bank Loan
S1327,P1427,2/12/2018,7186718,Scott Vanmeter,Bank Loan
S1328,P1428,2/13/2018,4793636,Andrew Chicas,Bank Loan
S1329,P1429,2/14/2018,8620884,David Jenkins,Bank Loan
S1330,P1430,2/15/2018,9274885,Willie Langevin,Bank Loan
S1331,P1431,2/16/2018,7356971,Kenneth Yocom,Bank Loan
S1332,P1432,2/19/2018,6354497,Craig Mercer,Bank Loan
